latitude,longitude,locality,region,country
46.85,6.96,Corcelles-près-Payerne,Vaud,Switzerland
47.52,7.61,Münchenstein,Basel-Landschaft,Switzerland
47.48,8.22,Windisch,Aargau,Switzerland
47.42,8.13,Auenstein,Aargau,Switzerland
46.99,6.89,Neuchâtel,Neuchâtel,Switzerland
49.64,8.45,Bürstadt,Hesse,Germany
46.82,8.23,Ewil,Obwalden,Switzerland
47.42,8.69,Illnau-Effretikon,Zurich,Switzerland
47.44,9.14,Uzwil,St. Gallen,Switzerland
47.42,8.32,Oberrohrdorf,Aargau,Switzerland
47.25,8.18,Reinach,Aargau,Switzerland
47.4,8.3,Stetten,Aargau,Switzerland
46.32,6.14,Chavannes-des-Bois,Vaud,Switzerland
47.51,7.69,Pratteln,Basel-Landschaft,Switzerland
47.83,8.53,Blumberg,Baden-Württemberg,Germany
47.4,8.4,Dietikon,Zurich,Switzerland
49.12,8.6,Bruchsal,Baden-Württemberg,Germany
47.98,7.84,Freiburg im Breisgau,Baden-Württemberg,Germany
48.02,7.86,Freiburg im Breisgau,Baden-Württemberg,Germany
46.85,9.53,Chur,Grisons,Switzerland
43.99,-71.03,Conway,New Hampshire,United States
46.47,6.84,Corsier-sur-Vevey,Vaud,Switzerland
49.73,7.23,Siesbach,Rhineland-Palatinate,Germany
53.11,8.86,Bremen,Bremen,Germany
53.86,-2.16,Borough of Pendle,England,United Kingdom
42.7,23.33,Sofia,Sofia-City,Bulgaria
51.51,-0.1,City of London,England,United Kingdom
47.49,7.62,Arlesheim,Basel-Landschaft,Switzerland
47.49,7.53,Witterswil,Solothurn,Switzerland
47.35,8.44,Landikon,Zurich,Switzerland
51.37,7.48,Hagen,North Rhine-Westphalia,Germany
47.75,10.02,Isny im Allgäu,Baden-Württemberg,Germany
52.27,9.33,Pohle,Lower Saxony,Germany
50.83,7.29,Neunkirchen-Seelscheid,North Rhine-Westphalia,Germany
52.41,13.05,Potsdam,Brandenburg,Germany
14.31,121.11,Santa Rosa,Laguna,Philippines
52.46,13.4,Berlin,Berlin,Germany
52.41,12.98,Potsdam,Brandenburg,Germany
53.55,9.95,Hamburg,Hamburg,Germany
47.48,7.54,Ettingen,Basel-Landschaft,Switzerland
-45.87,170.51,Dunedin,Otago,New Zealand
51.33,12.41,Leipzig,Saxony,Germany
46.31,7.49,Crans-Montana,Wallis,Switzerland
49.14,9.23,Heilbronn,Baden-Württemberg,Germany
51.87,4.66,Alblasserdam,South Holland,Netherlands
47.06,8.3,Lucerne,Lucerne,Switzerland
47,7.45,Zollikofen,Bern,Switzerland
52.38,9.81,Hanover,Lower Saxony,Germany
47.37,7.89,Trimbach,Solothurn,Switzerland
46.95,7.46,Bern,Bern,Switzerland
48.3,14.25,Leonding,Upper Austria,Austria
53.58,10.05,Hamburg,Hamburg,Germany
47.46,7.64,Hochwald,Solothurn,Switzerland
48.08,14.37,Wolfern,Upper Austria,Austria
50.11,8.2,Wiesbaden,Hesse,Germany
47.32,8.76,Gossau (ZH),Zurich,Switzerland
47.15,8.23,Hildisrieden,Lucerne,Switzerland
51.3,13.75,Welxande,Saxony,Germany
46.98,7.46,Ittigen,Bern,Switzerland
48.6,9.8,Bad Überkingen,Baden-Württemberg,Germany
47.95,16.4,Ebreichsdorf,Lower Austria,Austria
52.49,13.42,Berlin,Berlin,Germany
52.52,13.39,Berlin,Berlin,Germany
48.68,9.73,Süßen,Baden-Württemberg,Germany
52.52,13.3,Berlin,Berlin,Germany
52.45,13.45,Berlin,Berlin,Germany
52.51,13.3,Berlin,Berlin,Germany
52.49,13.52,Berlin,Berlin,Germany
52.47,13.33,Berlin,Berlin,Germany
52.49,13.45,Berlin,Berlin,Germany
52.46,13.38,Berlin,Berlin,Germany
52.52,13.35,Berlin,Berlin,Germany
52.58,13.3,Berlin,Berlin,Germany
49.63,8.36,Innenstadt,Rhineland-Palatinate,Germany
52.58,13.08,Falkensee,Brandenburg,Germany
47.4,19.25,Vecsés,Pest,Hungary
28.49,-11.34,El Ouatia,Guelmim-Oued Noun,Morocco
51.97,7.61,Münster,North Rhine-Westphalia,Germany
52.57,13.57,Berlin,Berlin,Germany
52.59,13.29,Berlin,Berlin,Germany
52.53,13.3,Berlin,Berlin,Germany
51.22,6.81,Dusseldorf,North Rhine-Westphalia,Germany
53.58,10.07,Hamburg,Hamburg,Germany
53.78,9.92,Alveslohe,Schleswig-Holstein,Germany
52.48,13.39,Berlin,Berlin,Germany
53.52,10.01,Hamburg,Hamburg,Germany
53.46,9.97,Hamburg,Hamburg,Germany
53.57,10.06,Hamburg,Hamburg,Germany
41,20,Shtërmen,Central Albania,Albania
54.48,9.07,Husum,Schleswig-Holstein,Germany
52.06,8.51,Bielefeld,North Rhine-Westphalia,Germany
53.59,10.07,Hamburg,Hamburg,Germany
53.55,10.09,Hamburg,Hamburg,Germany
53.55,9.96,Hamburg,Hamburg,Germany
52.48,13.44,Berlin,Berlin,Germany
47.04,8.3,Lucerne,Lucerne,Switzerland
48.65,9.03,Holzgerlingen,Baden-Württemberg,Germany
52.55,13.34,Berlin,Berlin,Germany
48.42,9.02,Ofterdingen,Baden-Württemberg,Germany
52.51,13.39,Berlin,Berlin,Germany
52.56,13.33,Berlin,Berlin,Germany
52.54,13.37,Berlin,Berlin,Germany
52.63,13.28,Berlin,Berlin,Germany
53.71,9.99,Norderstedt,Schleswig-Holstein,Germany
51.36,12.43,Leipzig,Saxony,Germany
48.12,11.64,Munich,Bavaria,Germany
48.1,11.64,Munich,Bavaria,Germany
52.41,13.27,Berlin,Berlin,Germany
53.55,9.98,Hamburg,Hamburg,Germany
52.04,4.8,Driebruggen,South Holland,Netherlands
48.1,11.52,Munich,Bavaria,Germany
53.65,10.02,Hamburg,Hamburg,Germany
53.54,9.98,Hamburg,Hamburg,Germany
52.56,13.11,Falkensee,Brandenburg,Germany
46.86,9.54,Chur,Grisons,Switzerland
53.87,10.65,Lübeck,Schleswig-Holstein,Germany
52.41,13.51,Berlin,Berlin,Germany
50.1,8.68,Frankfurt,Hesse,Germany
51.67,8.59,Salzkotten,North Rhine-Westphalia,Germany
52.61,13.34,Berlin,Berlin,Germany
53.6,10.03,Hamburg,Hamburg,Germany
53.58,9.96,Hamburg,Hamburg,Germany
50.15,7.57,Lamscheid,Rhineland-Palatinate,Germany
52.5,13.39,Berlin,Berlin,Germany
52.54,13.42,Berlin,Berlin,Germany
41.39,2.16,Barcelona,Catalonia,Spain
48.9,9.41,Leutenbach,Baden-Württemberg,Germany
46.1,7.92,Saas-Fee,Wallis,Switzerland
41.31,2,Gavà,Catalonia,Spain
53.23,8.8,Osterholz-Scharmbeck,Lower Saxony,Germany
51.64,-0.16,Greater London,England,United Kingdom
53.57,10.03,Hamburg,Hamburg,Germany
47.22,7.78,Langenthal,Bern,Switzerland
53.56,9.97,Hamburg,Hamburg,Germany
49.19,8.11,Landau in der Pfalz,Rhineland-Palatinate,Germany
53.59,10.08,Hamburg,Hamburg,Germany
53.65,10.36,Lütjensee,Schleswig-Holstein,Germany
41.8,13.22,Fiuggi,Lazio,Italy
50.14,8.53,Sulzbach (Taunus),Hesse,Germany
49.2,7.01,Saarbrücken,Saarland,Germany
52.56,13.35,Berlin,Berlin,Germany
51.16,6.73,Neuss,North Rhine-Westphalia,Germany
53.58,9.94,Hamburg,Hamburg,Germany
52.48,13.43,Berlin,Berlin,Germany
52.47,13.51,Berlin,Berlin,Germany
51.03,6.7,Rommerskirchen,North Rhine-Westphalia,Germany
52.51,7.31,Lingen (Ems),Lower Saxony,Germany
53.55,9.97,Hamburg,Hamburg,Germany
53.53,10.19,Havighorst,Schleswig-Holstein,Germany
53.55,10.03,Hamburg,Hamburg,Germany
53.56,10.04,Hamburg,Hamburg,Germany
52.46,13.73,Woltersdorf,Brandenburg,Germany
53.59,10,Hamburg,Hamburg,Germany
53.6,9.94,Hamburg,Hamburg,Germany
53.58,9.95,Hamburg,Hamburg,Germany
53.6,9.95,Hamburg,Hamburg,Germany
53.62,9.89,Hamburg,Hamburg,Germany
53.59,9.93,Hamburg,Hamburg,Germany
53.59,9.99,Hamburg,Hamburg,Germany
34.16,108.89,Xi'an,Shaanxi,China
52.98,12.12,Gumtow,Brandenburg,Germany
52.83,13.82,Eberswalde 1,Brandenburg,Germany
42.27,-83.71,Ann Arbor,Michigan,United States
53.6,10.06,Hamburg,Hamburg,Germany
47.45,8.65,Birchwil,Zurich,Switzerland
53.53,10.15,Hamburg,Hamburg,Germany
52.46,9.16,Loccum,Lower Saxony,Germany
50.1,8.67,Frankfurt,Hesse,Germany
52.26,10.52,Brunswick,Lower Saxony,Germany
62,10,Folldal,Innlandet,Norway
48.02,7.85,Freiburg im Breisgau,Baden-Württemberg,Germany
31.71,-8,Ouahat Sidi Brahim,Marrakech-Safi,Morocco
50.12,8.73,Frankfurt,Hesse,Germany
52.51,13.38,Berlin,Berlin,Germany
-34.13,18.45,NA,Western Cape,South Africa
48.92,9.07,Markgröningen,Baden-Württemberg,Germany
52.56,13.38,Berlin,Berlin,Germany
51.49,7.08,Gelsenkirchen,North Rhine-Westphalia,Germany
52.55,13.15,Berlin,Berlin,Germany
49.88,12.12,Friedenfels,Bavaria,Germany
50.96,6.94,Cologne,North Rhine-Westphalia,Germany
47.97,7.7,Freiburg im Breisgau,Baden-Württemberg,Germany
48.14,11.56,Munich,Bavaria,Germany
53.66,10.02,Hamburg,Hamburg,Germany
52.42,13.31,Berlin,Berlin,Germany
48.53,9.29,Neuhausen an der Erms,Baden-Württemberg,Germany
53.26,10.4,Lüneburg,Lower Saxony,Germany
48.87,9.39,Winnenden,Baden-Württemberg,Germany
48.27,10.89,Königsbrunn,Bavaria,Germany
53.56,9.84,Hamburg,Hamburg,Germany
46,25,Lovnic,Brașov,Romania
54.09,12.14,Rostock,Mecklenburg-Vorpommern,Germany
52.63,13.2,Hennigsdorf,Brandenburg,Germany
51.82,9.46,Holzminden,Lower Saxony,Germany
54.1,12.11,Rostock,Mecklenburg-Vorpommern,Germany
54.11,12.03,Sievershagen,Mecklenburg-Vorpommern,Germany
52.6,13.43,Berlin,Berlin,Germany
49.44,11.08,Nuremberg,Bavaria,Germany
53.15,8.22,Oldenburg,Lower Saxony,Germany
37.42,-121.95,San Jose,California,United States
53.13,8.24,Oldenburg,Lower Saxony,Germany
53.54,10.11,Hamburg,Hamburg,Germany
52.56,13.34,Berlin,Berlin,Germany
52.4,9.77,Hanover,Lower Saxony,Germany
53.59,10.04,Hamburg,Hamburg,Germany
50.62,11.32,Saalfeld/Saale,Thuringia,Germany
51.55,7.54,Dortmund,North Rhine-Westphalia,Germany
52.01,8.78,Lage,North Rhine-Westphalia,Germany
53.58,10.02,Hamburg,Hamburg,Germany
53.88,10.67,Lübeck,Schleswig-Holstein,Germany
52.54,13.27,Berlin,Berlin,Germany
53.65,9.82,Rellingen,Schleswig-Holstein,Germany
53.7,9.99,Norderstedt,Schleswig-Holstein,Germany
53.59,9.98,Hamburg,Hamburg,Germany
53.66,10.23,Ahrensburg,Schleswig-Holstein,Germany
53.59,10.05,Hamburg,Hamburg,Germany
47.2,8.4,Meienberg,Aargau,Switzerland
47.49,7.73,Liestal,Basel-Landschaft,Switzerland
52.54,13.34,Berlin,Berlin,Germany
50.11,8.83,Mühlheim am Main,Hesse,Germany
53.55,10.01,Hamburg,Hamburg,Germany
48.9,8.5,Langensteinbach,Baden-Württemberg,Germany
49.91,10.19,Stammheim,Bavaria,Germany
49.93,10.18,Wipfeld,Bavaria,Germany
46.76,7.67,Thun,Bern,Switzerland
53.57,9.96,Hamburg,Hamburg,Germany
48.14,13.46,Schildorn,Upper Austria,Austria
53.38,11.58,Neustadt-Glewe,Mecklenburg-Vorpommern,Germany
52.44,13.45,Berlin,Berlin,Germany
47.35,13.2,Sankt Johann im Pongau,Salzburg,Austria
48.05,12.85,Ostermiething,Upper Austria,Austria
48.35,14.17,Walding,Upper Austria,Austria
48.17,15.08,Ybbs an der Donau,Lower Austria,Austria
50.45,30.52,Kyiv,Kyiv,Ukraine
46.88,14.47,Althofen,Carinthia,Austria
48.12,13.28,St. Johann am Walde,Upper Austria,Austria
48.19,14.55,Sankt Pantaleon-Erla,Lower Austria,Austria
47.9,13.18,Enzing,Salzburg,Austria
47.15,13.83,Tamsweg,Salzburg,Austria
48.13,14.24,Piberbach,Upper Austria,Austria
47.92,13.8,Gmunden,Upper Austria,Austria
48.16,14.02,Wels,Upper Austria,Austria
48.25,13.46,Aurolzmünster,Upper Austria,Austria
46.92,16.12,Doiber,Burgenland,Austria
48.36,14.26,Lichtenberg,Upper Austria,Austria
48.07,13.18,Haidberg,Upper Austria,Austria
46.48,6.91,Blonay - Saint-Légier,Vaud,Switzerland
52.58,13.31,Berlin,Berlin,Germany
53.59,10.03,Hamburg,Hamburg,Germany
40.19,-105.11,Longmont,Colorado,United States
52.49,13.36,Berlin,Berlin,Germany
53.55,10.07,Hamburg,Hamburg,Germany
52.42,13.46,Schönefeld,Brandenburg,Germany
48.17,16.29,Vienna,Vienna,Austria
47.83,16.17,Bad Fischau-Brunn,Lower Austria,Austria
47.68,12.18,Erl,Tyrol,Austria
51.55,7.91,Sönnem,North Rhine-Westphalia,Germany
47.43,9.66,Lustenau,Vorarlberg,Austria
52.29,7.44,Rheine,North Rhine-Westphalia,Germany
51.13,9.28,Fritzlar,Hesse,Germany
51.33,12.37,Leipzig,Saxony,Germany
50.28,9.37,Salmünster,Hesse,Germany
37.19,-3.61,Granada,Andalusia,Spain
40.95,-5.63,Santa Marta de Tormes,Castile and León,Spain
37.39,-6.06,Castilleja de la Cuesta,Andalusia,Spain
41.44,2.19,Barcelona,Catalonia,Spain
41.37,2.13,l'Hospitalet de Llobregat,Catalonia,Spain
40.46,-3.47,Torrejón de Ardoz,Community of Madrid,Spain
37.35,-5.93,Dos Hermanas,Andalusia,Spain
47.99,7.9,Freiburg im Breisgau,Baden-Württemberg,Germany
38.92,-0.12,Oliva,Valencian Community,Spain
-35.03,-58.76,Cañuelas,Buenos Aires,Argentina
50.9,7.06,Cologne,North Rhine-Westphalia,Germany
47.51,10.38,Bad Hindelang,Bavaria,Germany
53.7,10.2,Ammersbek,Schleswig-Holstein,Germany
53.7,9.56,Seestermühe,Schleswig-Holstein,Germany
37.75,-97.82,NA,Kansas,United States
49.93,8.95,Langstadt,Hesse,Germany
49.45,11.31,Unterhaidelbach,Bavaria,Germany
60.22,24.67,Espoo,Uusimaa,Finland
47.41,15.27,Bruck an der Mur,Styria,Austria
43.75,12.97,Terre Roveresche,Pesaro e Urbino,Italy
43.38,17.65,Provo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina
38.22,15.24,Milazzo,Sicily,Italy
46.65,17.58,Buzsák,Somogy,Hungary
38.13,23.76,Municipal Unit of Thrakomakedones,Attica,Greece
49.43,-2.58,St Martin,Guernsey,Guernsey
43.85,18.38,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina
47.46,9,Wiezikon b. Sirnach,Thurgau,Switzerland
37.13,-8.37,Armação de Pêra,Faro,Portugal
37.97,23.72,Athens,Attica,Greece
53.36,83.76,Barnaul,Altai Krai,Russia
53.35,-6.24,Dublin,County Dublin,Ireland
52.25,21,NA,Masovian Voivodeship,Poland
50.62,11.22,Döschnitz,Thuringia,Germany
45.28,10.17,San Gervasio Bresciano,Lombardy,Italy
28.08,-16.73,Adeje,Canary Islands,Spain
46.94,1.31,Palluau-sur-Indre,Centre-Val de Loire,France
47.09,17.91,Veszprém,Veszprém,Hungary
49.99,8.17,Mainz,Rhineland-Palatinate,Germany
44,21,Jabucje,Sumadija Administrative District,Serbia
42.28,3.16,Roses,Catalonia,Spain
44.82,20.47,Stari Grad Urban Municipality,City of Belgrade,Serbia
49.92,5.97,Dahl,Canton Wiltz,Luxembourg
49.83,6.01,Mertzig,Canton Diekirch,Luxembourg
44.87,20.64,Pančevo,South Banat Administrative District,Serbia
27.76,-15.6,San Bartolomé de Tirajana,Canary Islands,Spain
46.56,2.9,Theneuille,Auvergne-Rhône-Alpes,France
39.5,-8,Gavião,Portalegre,Portugal
44.84,11.16,San Felice sul Panaro,Emilia-Romagna,Italy
48.15,17.12,Bratislava,Region of Bratislava,Slovakia
49.56,5.9,Käerjeng,Canton Capellen,Luxembourg
46.11,19.66,Subotica,North Backa Administrative District,Serbia
49.84,24.03,Lviv,Lviv Oblast,Ukraine
55.93,-4.7,Port Glasgow,Scotland,United Kingdom
40.82,9.46,Olbia,Sardinia,Italy
50.78,6.2,Stolberg,North Rhine-Westphalia,Germany
51.26,6.97,Mettmann,North Rhine-Westphalia,Germany
37.38,-5.98,Seville,Andalusia,Spain
50.62,6.96,Rheinbach,North Rhine-Westphalia,Germany
56.96,24.13,Riga,Riga,Latvia
44.43,8.92,Genoa,Liguria,Italy
48.37,10.91,Augsburg,Bavaria,Germany
55.71,12.06,Veddelev,Region Zealand,Denmark
44.76,19.21,Bijeljina,Republika Srpska,Bosnia and Herzegovina
40.83,14.25,Naples,Campania,Italy
52.87,7.93,Dwergte,Lower Saxony,Germany
43.14,6.35,Bormes-les-Mimosas,Provence-Alpes-Côte d'Azur,France
50.57,12.95,Schlettau,Saxony,Germany
47.95,11.29,Garatshausen,Bavaria,Germany
54.32,10.13,Kiel,Schleswig-Holstein,Germany
52.24,21.04,NA,Masovian Voivodeship,Poland
51.19,6.86,Dusseldorf,North Rhine-Westphalia,Germany
32.79,-96.8,Dallas,Texas,United States
43.84,13,Fano,Pesaro e Urbino,Italy
49.86,8.56,Griesheim,Hesse,Germany
46.99,8.3,Hergiswil (NW),Nidwalden,Switzerland
43.36,-5.85,Oviedo,Asturias,Spain
49.54,12.15,Oberköblitz,Bavaria,Germany
47.9,10.08,Altmannshofen,Baden-Württemberg,Germany
51.13,6.9,Dusseldorf,North Rhine-Westphalia,Germany
53.38,10.57,Buchhorst,Schleswig-Holstein,Germany
50.79,6.47,Duren,North Rhine-Westphalia,Germany
51.18,6.68,Neuss,North Rhine-Westphalia,Germany
45.47,9.2,Milan,Lombardy,Italy
48.21,16.39,Vienna,Vienna,Austria
45.55,10.25,Brescia,Lombardy,Italy
48.97,1.98,Vernouillet,Ile-de-France,France
48.74,9.32,Esslingen am Neckar,Baden-Württemberg,Germany
35.83,14.58,NA,NA,Malta
43.13,12.37,Perugia,Umbria,Italy
48.02,16.72,Bruck an der Leitha,Lower Austria,Austria
47.49,19.05,Budapest,Budapest,Hungary
53.17,6.61,Haren,Groningen,Netherlands
45.46,9.19,Milan,Lombardy,Italy
44.88,8.27,Azzano d'Asti,Piedmont,Italy
45.37,7.68,Gallenca,Piedmont,Italy
48.22,16.5,Vienna,Vienna,Austria
45.32,11.32,San Gregorio,Veneto,Italy
50.83,4.39,Etterbeek,Brussels-Capital,Belgium
50.15,8.68,Frankfurt,Hesse,Germany
46.88,12.66,Göriach,Tyrol,Austria
51.65,17.82,Ostrów Wielkopolski,Greater Poland Voivodeship,Poland
48.23,15.99,Kogl,Lower Austria,Austria
40.27,18.05,Copertino,Apulia,Italy
47.7,9.14,Constance,Baden-Württemberg,Germany
45.05,7.67,Turin,Piedmont,Italy
47.21,10.86,Sautens,Tyrol,Austria
50.63,6.02,Eupen,Liège,Belgium
46.72,11.92,Marèo - Enneberg - Marebbe,Trentino – Alto Adige/Südtirol,Italy
48.51,32.26,Kropyvnytskyi,Kirovohrad Oblast,Ukraine
45.45,8.93,Corbetta,Lombardy,Italy
47.93,8.49,Hüfingen,Baden-Württemberg,Germany
48.18,16.32,Vienna,Vienna,Austria
44.9,8.62,Alessandria,Piedmont,Italy
47.87,13.12,Eugendorf,Salzburg,Austria
49.89,7.85,Guldental,Rhineland-Palatinate,Germany
47.6,8.13,Buch,Baden-Württemberg,Germany
49.03,11.48,Beilngries,Bavaria,Germany
48.18,16.25,Vienna,Vienna,Austria
53.48,9.71,Buxtehude,Lower Saxony,Germany
47.55,7.77,Rheinfelden,Aargau,Switzerland
50.99,4.17,Buggenhout,East Flanders,Belgium
45.48,9.2,Milan,Lombardy,Italy
49.57,6.07,Leudelange,Canton Esch-sur-Alzette,Luxembourg
49.96,5.93,Wiltz,Canton Wiltz,Luxembourg
45.83,13.5,Ronchi dei Legionari,Friuli – Venezia Giulia,Italy
47.56,18.95,Budapest,Budapest,Hungary
47.07,8.37,Adligenswil,Lucerne,Switzerland
52.39,9.6,Seelze,Lower Saxony,Germany
51.48,7,Essen,North Rhine-Westphalia,Germany
48.21,15.66,Sankt Pölten,Lower Austria,Austria
51.65,7.84,Hamm,North Rhine-Westphalia,Germany
51.43,-2.62,Bristol,England,United Kingdom
55.26,61.45,Chelyabinsk,Chelyabinsk Oblast,Russia
47.8,18.75,Esztergom,Komárom-Esztergom,Hungary
51.02,14.58,Ebersbach,Saxony,Germany
51.34,12.48,Leipzig,Saxony,Germany
48.22,16.31,Vienna,Vienna,Austria
45.49,-73.62,Montreal,Quebec,Canada
39.44,21.56,Kotroni,Thessaly,Greece
48.26,16.33,Vienna,Vienna,Austria
47.03,8.29,Kriens,Lucerne,Switzerland
42.82,10.32,Portoferraio,Tuscany,Italy
48.71,9.38,Deizisau,Baden-Württemberg,Germany
44.81,-0.64,Pessac,Nouvelle-Aquitaine,France
35.89,14.48,Santa Venera,NA,Malta
50.1,8.73,Frankfurt,Hesse,Germany
49.43,11.11,Nuremberg,Bavaria,Germany
48.05,16.28,Gumpoldskirchen,Lower Austria,Austria
48.31,16.3,Klosterneuburg,Lower Austria,Austria
49.61,6.05,Bertrange,Canton Luxembourg,Luxembourg
44.81,20.43,Belgrade,City of Belgrade,Serbia
50.95,7,Cologne,North Rhine-Westphalia,Germany
50.97,14.03,Uttewalde,Saxony,Germany
51.07,13.75,Dresden,Saxony,Germany
46.08,18.23,Pécs,Baranya,Hungary
51.51,7.5,Dortmund,North Rhine-Westphalia,Germany
50.15,8.5,Bad Soden am Taunus,Hesse,Germany
44.98,10.79,Palidano,Lombardy,Italy
50.67,17.93,Opole,Opole Voivodeship,Poland
47.17,27.57,Iași,Iași,Romania
50.83,10.72,Ohrdruf,Thuringia,Germany
48.32,16.48,Seyring,Lower Austria,Austria
51.45,7.36,Witten,North Rhine-Westphalia,Germany
50.53,12.33,Treuen,Saxony,Germany
49.99,8.18,Mainz,Rhineland-Palatinate,Germany
51,6.94,Cologne,North Rhine-Westphalia,Germany
44.48,11.28,Casalecchio di Reno,Emilia-Romagna,Italy
50.53,12.41,Rodewisch,Saxony,Germany
49.82,6.48,Godendorf,Rhineland-Palatinate,Germany
45.68,14.2,Petelinje,NA,Slovenia
50.78,9.57,Niederjossa,Hesse,Germany
52.25,10.49,Brunswick,Lower Saxony,Germany
53.5,9.58,Postmoor,Lower Saxony,Germany
52.27,-8.26,Mitchelstown,County Cork,Ireland
44.43,26.1,Bucharest,Bucharest,Romania
49.2,6.85,Großrosseln,Saarland,Germany
38.71,-9.14,Lisbon,Lisbon,Portugal
49.87,6.68,Rodt,Rhineland-Palatinate,Germany
48.53,7.85,Eckartsweier,Baden-Württemberg,Germany
52.37,9.77,Hanover,Lower Saxony,Germany
50.94,10.72,Gotha,Thuringia,Germany
50.35,7.72,Bad Ems,Rhineland-Palatinate,Germany
50.68,4.8,Opprebais,Walloon Brabant,Belgium
44.97,10.32,Coltaro,Emilia-Romagna,Italy
38,23.8,Municipal Unit of Cholargos,Attica,Greece
54.79,-8.24,Glenties ED,County Donegal,Ireland
48.17,16.28,Vienna,Vienna,Austria
52.19,8.58,Bünde,North Rhine-Westphalia,Germany
47.89,11.42,Geretsried,Bavaria,Germany
50.69,10.92,Ilmenau,Thuringia,Germany
48.68,9.05,Böblingen,Baden-Württemberg,Germany
51.2,6.35,Mönchengladbach,North Rhine-Westphalia,Germany
50.46,8.92,Inheiden,Hesse,Germany
43.31,3.48,Agde,Occitania,France
47.81,13.08,Salzburg,Salzburg,Austria
46.79,7.48,Rüti bei Riggisberg,Bern,Switzerland
45.84,0.73,Pressignac,Nouvelle-Aquitaine,France
51.05,13.73,Dresden,Saxony,Germany
48.93,9.3,Erdmannhausen,Baden-Württemberg,Germany
53.25,7.47,Leer (Ostfriesland),Lower Saxony,Germany
51.21,6.18,Niederkrüchten,North Rhine-Westphalia,Germany
46.43,16.43,Čakovec,Međimurje County,Croatia
51.93,7.85,Everswinkel,North Rhine-Westphalia,Germany
52.13,9.24,Hessisch Oldendorf,Lower Saxony,Germany
53.55,13.26,Neubrandenburg,Mecklenburg-Vorpommern,Germany
47.37,8.36,Widen,Aargau,Switzerland
51.18,6.74,Neuss,North Rhine-Westphalia,Germany
41.02,28.99,Kılıçali Paşa Mahallesi,Istanbul,Turkey
49.6,6.07,Lorentzscheuer,Canton Luxembourg,Luxembourg
48.13,9.88,Laupertshausen,Baden-Württemberg,Germany
52.14,8.55,Enger,North Rhine-Westphalia,Germany
42.58,1.48,La Massana,NA,Andorra
55.17,-1.63,Longhirst Colliery,England,United Kingdom
49.52,11.28,Lauf an der Pegnitz,Bavaria,Germany
48.89,8.69,Pforzheim,Baden-Württemberg,Germany
53.63,9.28,Stellberg,Lower Saxony,Germany
51.94,7.17,Coesfeld,North Rhine-Westphalia,Germany
37.56,14.27,Enna,Sicily,Italy
49.51,6.03,Schifflange,Canton Esch-sur-Alzette,Luxembourg
53.07,8.84,Bremen,Bremen,Germany
48.45,10.26,Günzburg,Bavaria,Germany
51.6,-0.03,Greater London,England,United Kingdom
48.16,16.37,Vienna,Vienna,Austria
50.84,6.89,Brühl,North Rhine-Westphalia,Germany
49.97,7.47,Nannhausen,Rhineland-Palatinate,Germany
50.03,19.92,Krakow,Lesser Poland Voivodeship,Poland
51.8,9.4,Albaxen,North Rhine-Westphalia,Germany
38.67,-9.15,Almada,Setúbal,Portugal
50.09,9.07,Wasserlos,Bavaria,Germany
52.32,7.88,Westerkappeln,North Rhine-Westphalia,Germany
47.85,7.7,Ballrechten-Dottingen,Baden-Württemberg,Germany
50.14,8.13,Taunusstein,Hesse,Germany
50.77,6.09,Aachen,North Rhine-Westphalia,Germany
49.42,8.69,Heidelberg,Baden-Württemberg,Germany
51.3,6.76,Dusseldorf,North Rhine-Westphalia,Germany
49.16,9.22,Heilbronn,Baden-Württemberg,Germany
48.8,8.44,Bad Herrenalb,Baden-Württemberg,Germany
40.19,-3.68,Valdemoro,Community of Madrid,Spain
42.74,23.51,Sofia,Sofia-City,Bulgaria
51.23,6.61,Kaarst,North Rhine-Westphalia,Germany
47.62,10.48,Gschwend,Bavaria,Germany
48.31,10.9,Augsburg,Bavaria,Germany
48.12,11.66,Munich,Bavaria,Germany
52.2,10.41,Salzgitter,Lower Saxony,Germany
47.18,20.2,Szolnok,Jász-Nagykun-Szolnok,Hungary
51.46,7.16,Bochum,North Rhine-Westphalia,Germany
48.23,16.31,Vienna,Vienna,Austria
48.18,11.81,Angelbrechting,Bavaria,Germany
50.12,8.66,Frankfurt,Hesse,Germany
51.58,7.05,Gelsenkirchen,North Rhine-Westphalia,Germany
52.28,8.04,Osnabrück,Lower Saxony,Germany
47.24,10.74,Imst,Tyrol,Austria
64.14,-21.91,Reykjavik,Capital Region,Iceland
52.48,-0.47,Ashton,England,United Kingdom
51.22,6.79,Dusseldorf,North Rhine-Westphalia,Germany
52.53,13.17,Berlin,Berlin,Germany
51.66,6.97,Dorsten,North Rhine-Westphalia,Germany
47.95,8.48,Donaueschingen,Baden-Württemberg,Germany
50.84,6.88,Brühl,North Rhine-Westphalia,Germany
53.88,10.38,Bahrenhof,Schleswig-Holstein,Germany
51.31,12.1,Leuna,Saxony-Anhalt,Germany
48.35,11.38,Markt Indersdorf,Bavaria,Germany
48.16,11.41,Munich,Bavaria,Germany
