latitude,longitude,locality,region,country
47.37,8.04,Unterentfelden,Aargau,Switzerland
47.66,9.09,Stad,Thurgau,Switzerland
47.54,7.74,Kaiseraugst,Aargau,Switzerland
47.55,7.63,Birsfelden,Basel-Landschaft,Switzerland
47.52,7.57,Bottmingen,Basel-Landschaft,Switzerland
42.28,-83.77,Ann Arbor,Michigan,United States
47.54,7.6,Basel,Basel-City,Switzerland
46.49,9.84,Sankt Moritz,Grisons,Switzerland
47.49,8.73,Winterthur,Zurich,Switzerland
47.37,8.21,Ammerswil,Aargau,Switzerland
48.54,9.05,Tübingen,Baden-Württemberg,Germany
51.23,12.34,Zwenkau,Saxony,Germany
52.97,13.74,Joachimsthal,Brandenburg,Germany
51.33,-0.2,Reigate and Banstead,England,United Kingdom
47.64,9.17,Kreuzlingen,Thurgau,Switzerland
47.52,7.65,Muttenz,Basel-Landschaft,Switzerland
52.86,9.59,Walsrode,Lower Saxony,Germany
47.55,7.58,Basel,Basel-City,Switzerland
52.5,13.33,Berlin,Berlin,Germany
47.55,9.31,Amriswil,Thurgau,Switzerland
48.74,9.24,Stuttgart,Baden-Württemberg,Germany
47.98,7.82,Freiburg im Breisgau,Baden-Württemberg,Germany
51.47,7.16,Bochum,North Rhine-Westphalia,Germany
47.64,9.18,Kreuzlingen,Thurgau,Switzerland
47.57,7.56,Basel,Basel-City,Switzerland
48.54,9.04,Tübingen,Baden-Württemberg,Germany
51.04,13.7,Dresden,Saxony,Germany
47.42,9.37,St. Gallen,St. Gallen,Switzerland
48.36,10.94,Augsburg,Bavaria,Germany
50.73,7.06,Bonn,North Rhine-Westphalia,Germany
46.56,6.69,Lausanne,Vaud,Switzerland
47.36,8.64,Benglen,Zurich,Switzerland
47.2,7.39,Grenchen,Solothurn,Switzerland
46.53,6.66,Lausanne,Vaud,Switzerland
47.45,9.05,Rickenbach (TG),Thurgau,Switzerland
46.75,7.62,Thun,Bern,Switzerland
51.94,7.59,Münster,North Rhine-Westphalia,Germany
46.95,7.45,Bern,Bern,Switzerland
47.01,7.48,Moosseedorf,Bern,Switzerland
47.77,9.67,Wetzisreute,Baden-Württemberg,Germany
47.15,7.27,Biel/Bienne,Bern,Switzerland
46.8,7.71,Schwarzenegg,Bern,Switzerland
47.53,7.7,Pratteln,Basel-Landschaft,Switzerland
38.72,-9.14,Lisbon,Lisbon,Portugal
49.99,8.37,Bischofsheim,Hesse,Germany
-26.2,28.04,Johannesburg,Gauteng,South Africa
48.21,16.36,Vienna,Vienna,Austria
42.35,-3.68,Burgos,Castile and León,Spain
54.08,13.38,Greifswald,Mecklenburg-Vorpommern,Germany
47.54,7.53,Allschwil,Basel-Landschaft,Switzerland
54.3,9.62,Ahrenstedt,Schleswig-Holstein,Germany
51.32,12.42,Leipzig,Saxony,Germany
52.26,10.54,Brunswick,Lower Saxony,Germany
41.85,-87.65,Chicago,Illinois,United States
51.34,12.38,Leipzig,Saxony,Germany
52.54,13.41,Berlin,Berlin,Germany
47.14,8.16,Nottwil,Lucerne,Switzerland
51.39,7.08,Essen,North Rhine-Westphalia,Germany
52.45,-1.73,Metropolitan Borough of Solihull,England,United Kingdom
54.78,9.47,Flensburg,Schleswig-Holstein,Germany
41.95,-87.81,Chicago,Illinois,United States
69.65,18.96,Tromsø,Troms,Norway
49.32,7.55,Saalstadt,Rhineland-Palatinate,Germany
47.17,8.51,Zug,Zug,Switzerland
52.47,13.77,Rüdersdorf bei Berlin,Brandenburg,Germany
53.22,6.57,Groningen,Groningen,Netherlands
52.48,13.37,Berlin,Berlin,Germany
51.3,9.49,Kassel,Hesse,Germany
48.38,9.18,Undingen,Baden-Württemberg,Germany
50.13,8.62,Frankfurt,Hesse,Germany
52.24,10.56,Brunswick,Lower Saxony,Germany
45.17,15.5,Gornje Primišlje,Karlovac County,Croatia
51.21,6.93,Erkrath,North Rhine-Westphalia,Germany
47.54,7.62,Münchenstein,Basel-Landschaft,Switzerland
47.08,15.48,Graz,Styria,Austria
50.06,8.3,Wiesbaden,Hesse,Germany
35.7,51.42,Tehran,Tehran Province,Iran
48.45,12.35,Vilsbiburg,Bavaria,Germany
49.35,8.69,Leimen,Baden-Württemberg,Germany
42.63,23.37,Sofia,Sofia-City,Bulgaria
48.62,10.02,Gerstetten,Baden-Württemberg,Germany
53.57,10.1,Hamburg,Hamburg,Germany
48.03,7.84,Freiburg im Breisgau,Baden-Württemberg,Germany
47.41,8.51,Zurich,Zurich,Switzerland
47.42,8.37,Spreitenbach,Aargau,Switzerland
47.4,8.52,Zurich,Zurich,Switzerland
51.33,12.33,Leipzig,Saxony,Germany
50.78,6.11,Aachen,North Rhine-Westphalia,Germany
52.09,5.12,Utrecht,Utrecht,Netherlands
51.49,10.8,Nordhausen,Thuringia,Germany
50.9,4.67,Herent,Flemish Brabant,Belgium
60.16,24.71,Espoo,Uusimaa,Finland
47.2,8.73,Wilen b. Wollerau,Schwyz,Switzerland
47.39,8.29,Nesselnbach,Aargau,Switzerland
59.33,18.07,Stockholm,Stockholm County,Sweden
50.07,8.75,Offenbach am Main,Hesse,Germany
50.9,12.72,Niederfrohna,Saxony,Germany
47.48,7.73,Liestal,Basel-Landschaft,Switzerland
50.76,6.09,Aachen,North Rhine-Westphalia,Germany
51.32,12.34,Leipzig,Saxony,Germany
46.8,7.15,Fribourg - Freiburg,Fribourg,Switzerland
47.33,8.62,Zumikon,Zurich,Switzerland
48.72,9.31,Esslingen am Neckar,Baden-Württemberg,Germany
47.13,7.22,Biel/Bienne,Bern,Switzerland
52.73,13.4,Mühlenbecker Land,Brandenburg,Germany
53.6,11.44,Schwerin,Mecklenburg-Vorpommern,Germany
52.35,11.73,Angern,Saxony-Anhalt,Germany
52.47,13.44,Berlin,Berlin,Germany
52.56,13.88,Strausberg,Brandenburg,Germany
52.39,13.12,Potsdam,Brandenburg,Germany
51.06,13.72,Dresden,Saxony,Germany
50.97,10.33,Eisenach,Thuringia,Germany
52.51,13.48,Berlin,Berlin,Germany
54.33,13.06,Stralsund,Mecklenburg-Vorpommern,Germany
52.48,13.42,Berlin,Berlin,Germany
51.44,6.9,Mülheim an der Ruhr,North Rhine-Westphalia,Germany
52.74,13.17,Oranienburg,Brandenburg,Germany
52.64,13.2,Hennigsdorf,Brandenburg,Germany
52.5,13.73,Vogelsdorf,Brandenburg,Germany
52.54,13.07,Dallgow-Döberitz,Brandenburg,Germany
51.69,7.81,Hamm,North Rhine-Westphalia,Germany
52.56,13.05,Falkensee,Brandenburg,Germany
41.31,-72.92,New Haven,Connecticut,United States
51.13,9.54,Melsungen,Hesse,Germany
47.5,7.71,Frenkendorf,Basel-Landschaft,Switzerland
47.49,7.52,Witterswil,Solothurn,Switzerland
47.04,7.48,Ballmoos,Bern,Switzerland
47.54,7.56,Binningen,Basel-Landschaft,Switzerland
46.27,9.03,Bellinzona,Ticino,Switzerland
47.5,7.56,Therwil,Basel-Landschaft,Switzerland
47.42,8.09,Biberstein,Aargau,Switzerland
47.38,7.74,Waldenburg,Basel-Landschaft,Switzerland
47.06,8.33,Lucerne,Lucerne,Switzerland
51.84,-0.44,Dacorum,England,United Kingdom
-36.85,174.76,Waitematā,Auckland,New Zealand
47.47,7.58,Aesch,Basel-Landschaft,Switzerland
50.93,9.22,Treysa,Hesse,Germany
48.93,8.75,Kieselbronn,Baden-Württemberg,Germany
51.5,-3.2,Cardiff,Wales,United Kingdom
30,70,Fort Monroe,Punjab,Pakistan
51.05,3.72,Ghent,East Flanders,Belgium
52.37,13.01,Potsdam,Brandenburg,Germany
52.52,13.47,Berlin,Berlin,Germany
47.63,7.69,Lörrach,Baden-Württemberg,Germany
48.17,11.81,Angelbrechting,Bavaria,Germany
52.53,13.43,Berlin,Berlin,Germany
52.47,13.68,Schöneiche bei Berlin,Brandenburg,Germany
47.52,7.52,Neuwiller,Grand Est,France
50.08,8.8,Offenbach am Main,Hesse,Germany
49.77,8.65,Seeheim-Jugenheim,Hesse,Germany
47.49,7.74,Liestal,Basel-Landschaft,Switzerland
52.58,13.32,Berlin,Berlin,Germany
51.52,7.44,Dortmund,North Rhine-Westphalia,Germany
47.53,7.59,Basel,Basel-City,Switzerland
47.38,8.52,Zurich,Zurich,Switzerland
47.5,8.75,Winterthur,Zurich,Switzerland
50.24,8.6,Bad Homburg vor der Höhe,Hesse,Germany
47.53,7.63,Muttenz,Basel-Landschaft,Switzerland
47.37,8.63,Pfaffhausen,Zurich,Switzerland
47.77,7.64,Müllheim im Markgräflerland,Baden-Württemberg,Germany
47.52,7.55,Oberwil,Basel-Landschaft,Switzerland
49.69,6.59,Konz,Rhineland-Palatinate,Germany
49.09,9.32,Unterheinriet,Baden-Württemberg,Germany
47.46,7.86,Gelterkinden,Basel-Landschaft,Switzerland
47.21,7.53,Solothurn,Solothurn,Switzerland
46.85,9.51,Chur,Grisons,Switzerland
47.08,8.34,Ebikon,Lucerne,Switzerland
47.47,9.43,Mörschwil,St. Gallen,Switzerland
55.68,12.57,Copenhagen,Capital Region of Denmark,Denmark
49.98,8.07,Ingelheim am Rhein,Rhineland-Palatinate,Germany
47.37,7.91,Trimbach,Solothurn,Switzerland
47.55,7.54,Allschwil,Basel-Landschaft,Switzerland
51.43,7.34,Witten,North Rhine-Westphalia,Germany
52.03,8.51,Bielefeld,North Rhine-Westphalia,Germany
30.64,-86.66,NA,Florida,United States
47.08,8.04,Menznau,Lucerne,Switzerland
47.57,7.62,Basel,Basel-City,Switzerland
47.65,9.17,Kreuzlingen,Thurgau,Switzerland
52.2,8.12,Georgsmarienhütte,Lower Saxony,Germany
51.83,6.46,Anholt,North Rhine-Westphalia,Germany
53.63,10.03,Hamburg,Hamburg,Germany
47.45,7.61,Duggingen,Basel-Landschaft,Switzerland
51.33,9.5,Kassel,Hesse,Germany
51.48,7.21,Bochum,North Rhine-Westphalia,Germany
51.33,12.34,Leipzig,Saxony,Germany
51.17,6.44,Mönchengladbach,North Rhine-Westphalia,Germany
51.5,-0.12,Greater London,England,United Kingdom
49.47,8.61,Ladenburg,Baden-Württemberg,Germany
52.42,13.32,Berlin,Berlin,Germany
47.06,8.52,Goldau,Schwyz,Switzerland
25.04,121.61,Taipei,Taipei,Taiwan
48.12,11.44,Gräfelfing,Bavaria,Germany
42.4,-71.13,Cambridge,Massachusetts,United States
53.56,9.99,Hamburg,Hamburg,Germany
51.93,7.17,Coesfeld,North Rhine-Westphalia,Germany
49.89,10.92,Bamberg,Bavaria,Germany
51.47,7.25,Bochum,North Rhine-Westphalia,Germany
51.26,6.82,Dusseldorf,North Rhine-Westphalia,Germany
52.47,9.62,Garbsen,Lower Saxony,Germany
32.3,-85.04,NA,Alabama,United States
49.54,6.26,Filsdorf,Canton Remich,Luxembourg
50.58,12.69,Aue,Saxony,Germany
51.5,-0.58,Slough,England,United Kingdom
47.55,9.75,Hörbranz,Vorarlberg,Austria
-33.86,151.2,Sydney,New South Wales,Australia
52.54,13.35,Berlin,Berlin,Germany
48.18,10.08,Unterbalzheim,Baden-Württemberg,Germany
51.52,-0.11,Greater London,England,United Kingdom
47.58,12.17,Kufstein,Tyrol,Austria
51.31,6.83,Ratingen,North Rhine-Westphalia,Germany
51.76,8.02,Beckum,North Rhine-Westphalia,Germany
49.84,8.46,Riedstadt,Hesse,Germany
53.67,9.98,Norderstedt,Schleswig-Holstein,Germany
48.24,16.38,Vienna,Vienna,Austria
55.93,-3.14,City of Edinburgh,Scotland,United Kingdom
47.96,14.03,Pettenbach,Upper Austria,Austria
47.65,9.18,Kreuzlingen,Thurgau,Switzerland
47.48,7.6,Aesch,Basel-Landschaft,Switzerland
47.38,8.43,Urdorf,Zurich,Switzerland
46.96,7.45,Bern,Bern,Switzerland
48.16,11.62,Munich,Bavaria,Germany
47.4,8.53,Zurich,Zurich,Switzerland
46.2,6.15,Geneva,Geneva,Switzerland
51.38,7.4,Wetter (Ruhr),North Rhine-Westphalia,Germany
47.58,8.83,Uesslingen-Buch,Thurgau,Switzerland
48.2,7.77,Kenzingen,Baden-Württemberg,Germany
47.57,9.37,Romanshorn,Thurgau,Switzerland
47.18,7.36,Lengnau (BE),Bern,Switzerland
46.2,6.1,Vernier,Geneva,Switzerland
47.38,8.5,Zurich,Zurich,Switzerland
47.22,8.68,Wädenswil,Zurich,Switzerland
52.17,8.85,Vlotho,North Rhine-Westphalia,Germany
52.45,10.01,Burgdorf,Lower Saxony,Germany
57.72,11.97,Gothenburg,Västra Götaland County,Sweden
48.22,16.4,Vienna,Vienna,Austria
47.99,16.34,Trumau,Lower Austria,Austria
48.46,11.14,Aichach,Bavaria,Germany
51.63,-3.97,Swansea,Wales,United Kingdom
46.76,14.64,Grafenbach,Carinthia,Austria
47.44,9.37,St. Gallen,St. Gallen,Switzerland
47.37,8.53,Zurich,Zurich,Switzerland
46.93,15.45,Kasten,Styria,Austria
46.72,13.28,Weißensee,Carinthia,Austria
47.85,8.77,Engen,Baden-Württemberg,Germany
51.29,9.46,Kassel,Hesse,Germany
47.71,11.42,Benediktbeuern,Bavaria,Germany
48.85,2.35,Paris,Ile-de-France,France
50.21,8.4,Glashütten,Hesse,Germany
47.6,7.62,Weil am Rhein,Baden-Württemberg,Germany
49.48,8.46,Mannheim,Baden-Württemberg,Germany
51.5,7.47,Dortmund,North Rhine-Westphalia,Germany
53.53,8.65,Schiffdorf,Lower Saxony,Germany
48.88,8.23,Ötigheim,Baden-Württemberg,Germany
53.76,11.45,Bad Kleinen,Mecklenburg-Vorpommern,Germany
47.41,9.19,Flawil,St. Gallen,Switzerland
47.39,8.51,Zurich,Zurich,Switzerland
51.01,13.82,Dresden,Saxony,Germany
53.34,-6.26,Dublin,County Dublin,Ireland
51.27,13.42,Naundörfchen,Saxony,Germany
51.45,7.46,Dortmund,North Rhine-Westphalia,Germany
47.99,7.85,Freiburg im Breisgau,Baden-Württemberg,Germany
47.8,13.04,Salzburg,Salzburg,Austria
53.59,10.02,Hamburg,Hamburg,Germany
47.8,12.28,Frasdorf,Bavaria,Germany
49.28,7.03,Saarbrücken,Saarland,Germany
51.6,7.22,Recklinghausen,North Rhine-Westphalia,Germany
47.28,11.23,Zirl,Tyrol,Austria
49.69,8.63,Bensheim,Hesse,Germany
51.45,8.85,Marsberg,North Rhine-Westphalia,Germany
49.86,6.16,Diekirch,Canton Diekirch,Luxembourg
49.86,8.64,Darmstadt,Hesse,Germany
50.14,8.57,Eschborn,Hesse,Germany
52.34,4.93,Amsterdam,North Holland,Netherlands
52.14,4.48,Leiden,South Holland,Netherlands
18.91,-103.91,Colonia Bayardo,Colima,Mexico
52.8,7.95,Kneheim,Lower Saxony,Germany
49.47,11.13,Nuremberg,Bavaria,Germany
49,12.07,Regensburg,Bavaria,Germany
48.25,11.66,Garching bei München,Bavaria,Germany
49.17,11.45,Weihersdorf,Bavaria,Germany
47.39,7.55,Büsserach,Solothurn,Switzerland
47.36,8.78,Auslikon,Zurich,Switzerland
52.43,13.2,Berlin,Berlin,Germany
53.73,10.22,Jersbek,Schleswig-Holstein,Germany
51.03,7.12,Odenthal,North Rhine-Westphalia,Germany
47.51,7.56,Oberwil,Basel-Landschaft,Switzerland
52.28,9.85,Laatzen,Lower Saxony,Germany
53.17,7.75,Barßel,Lower Saxony,Germany
49.01,12.07,Regensburg,Bavaria,Germany
47.3,11.5,Absam,Tyrol,Austria
49.29,8.7,Wiesloch,Baden-Württemberg,Germany
48.73,9.33,Esslingen am Neckar,Baden-Württemberg,Germany
48.3,16.14,Königstetten,Lower Austria,Austria
50.06,8.34,Wiesbaden,Hesse,Germany
47.12,15.59,Edelsbach bei Graz,Styria,Austria
47.25,9.13,Ebnat,St. Gallen,Switzerland
49.77,6.66,Trier,Rhineland-Palatinate,Germany
51.05,6.23,Hückelhoven,North Rhine-Westphalia,Germany
50.92,6.93,Cologne,North Rhine-Westphalia,Germany
40.42,-3.68,Madrid,Community of Madrid,Spain
49.99,8.3,Gustavsburg,Hesse,Germany
50.19,8.92,Bruchköbel,Hesse,Germany
13.71,-89.2,San Salvador,San Salvador,El Salvador
50.8,8.77,Altstadt,Hesse,Germany
48.93,9.65,Kaisersbach,Baden-Württemberg,Germany
50.54,8.65,Oberhof,Hesse,Germany
51.17,6.93,Hilden,North Rhine-Westphalia,Germany
51.01,7.57,Gummersbach,North Rhine-Westphalia,Germany
51.52,-0.12,Greater London,England,United Kingdom
47.42,8.54,Zurich,Zurich,Switzerland
50.08,9.16,Mömbris,Bavaria,Germany
50.67,9.56,Schlitz,Hesse,Germany
47.47,7.8,Sissach,Basel-Landschaft,Switzerland
37.03,-121.98,Happy Valley,California,United States
48.2,11.57,Munich,Bavaria,Germany
-7.78,110.36,Yogyakarta,Special Region of Yogyakarta,Indonesia
47.04,7.3,Seedorf (BE),Bern,Switzerland
47.37,8.52,Zurich,Zurich,Switzerland
51.03,7.65,Bergneustadt,North Rhine-Westphalia,Germany
48.84,9.31,Waiblingen,Baden-Württemberg,Germany
50.94,6.87,Cologne,North Rhine-Westphalia,Germany
50.94,6.86,Cologne,North Rhine-Westphalia,Germany
52.46,13.45,Berlin,Berlin,Germany
51.71,8.72,Paderborn,North Rhine-Westphalia,Germany
51.19,6.8,Dusseldorf,North Rhine-Westphalia,Germany
59.32,18.06,Stockholm,Stockholm County,Sweden
48.09,11.83,Pöring,Bavaria,Germany
53.15,8.18,Oldenburg,Lower Saxony,Germany
52.37,9.75,Hanover,Lower Saxony,Germany
52.23,21,Warsaw,Masovian Voivodeship,Poland
51.5,7.34,Dortmund,North Rhine-Westphalia,Germany
50.12,8.67,Frankfurt,Hesse,Germany
50.09,8.66,Frankfurt,Hesse,Germany
52.31,7.8,Mettingen,North Rhine-Westphalia,Germany
51.57,9.96,Göttingen,Lower Saxony,Germany
50.99,11.32,Weimar,Thuringia,Germany
51,13.65,Freital,Saxony,Germany
52.38,4.9,Amsterdam,North Holland,Netherlands
47.48,8.3,Baden,Aargau,Switzerland
50.75,6.05,Aachen,North Rhine-Westphalia,Germany
50.88,7.01,Cologne,North Rhine-Westphalia,Germany
50.96,6.9,Cologne,North Rhine-Westphalia,Germany
50.95,6.89,Cologne,North Rhine-Westphalia,Germany
54.39,13.61,Binz,Mecklenburg-Vorpommern,Germany
50.94,6.9,Cologne,North Rhine-Westphalia,Germany
50.77,6.23,Stolberg,North Rhine-Westphalia,Germany
50.55,6.55,Kall,North Rhine-Westphalia,Germany
52.47,13.3,Berlin,Berlin,Germany
51.32,12.38,Leipzig,Saxony,Germany
52.49,13.4,Berlin,Berlin,Germany
49.33,11.02,Schwabach,Bavaria,Germany
50.42,9,Nidda,Hesse,Germany
46.55,6.67,Épalinges,Vaud,Switzerland
47.54,7.59,Basel,Basel-City,Switzerland
48.19,16.37,Vienna,Vienna,Austria
48.01,16.23,Baden,Lower Austria,Austria
52.5,13.3,Berlin,Berlin,Germany
39.8,19.83,Acharavi,Ioanian Islands,Greece
51.14,6.75,Neuss,North Rhine-Westphalia,Germany
51.99,7.78,Telgte,North Rhine-Westphalia,Germany
50.03,8.42,Flörsheim,Hesse,Germany
51.95,7.66,Münster,North Rhine-Westphalia,Germany
52.53,13.38,Berlin,Berlin,Germany
52.61,10.59,Weißenberge,Lower Saxony,Germany
50.33,10.78,Bad Rodach,Bavaria,Germany
49.27,7.05,Saarbrücken,Saarland,Germany
49.51,8.48,Mannheim,Baden-Württemberg,Germany
-33.89,151.19,Council of the City of Sydney,New South Wales,Australia
49.23,7.04,Saarbrücken,Saarland,Germany
49.55,7.25,Freisen,Saarland,Germany
48.22,16.36,Vienna,Vienna,Austria
46.95,7.42,Bern,Bern,Switzerland
46.95,7.43,Bern,Bern,Switzerland
47.1,8.28,Rothenburg,Lucerne,Switzerland
47.35,7.9,Olten,Solothurn,Switzerland
47.05,8.3,Lucerne,Lucerne,Switzerland
46.86,7.25,Schmitten (FR),Fribourg,Switzerland
46.18,6.14,Carouge,Geneva,Switzerland
46.69,7.66,Spiez,Bern,Switzerland
49.59,8.47,Lampertheim,Hesse,Germany
46.93,7.57,Worb,Bern,Switzerland
49.5,8.47,Mannheim,Baden-Württemberg,Germany
50.95,6.9,Cologne,North Rhine-Westphalia,Germany
51.9,14.18,Byhleguhre-Byhlen,Brandenburg,Germany
47.41,8.5,Zurich,Zurich,Switzerland
47.68,9.15,Constance,Baden-Württemberg,Germany
49.01,8.35,Karlsruhe,Baden-Württemberg,Germany
51.92,7.71,Münster,North Rhine-Westphalia,Germany
46.76,6.89,Valbroye,Vaud,Switzerland
47.67,9.19,Constance,Baden-Württemberg,Germany
48.14,16.29,Vienna,Vienna,Austria
49.34,6.93,Dilsburg,Saarland,Germany
52.18,11.78,Körbelitz,Saxony-Anhalt,Germany
49.34,7.18,Neunkirchen,Saarland,Germany
52.34,9.77,Hanover,Lower Saxony,Germany
51.52,-0.72,Maidenhead,England,United Kingdom
40.57,-74.63,Raritan,New Jersey,United States
46.95,7.4,Bern,Bern,Switzerland
40.4,17.64,Manduria,Apulia,Italy
50.19,8.91,Roßdorf,Hesse,Germany
28.18,-82.6,Starkey Ranch,Florida,United States
51.2,6.37,Mönchengladbach,North Rhine-Westphalia,Germany
47.68,9.17,Constance,Baden-Württemberg,Germany
49.02,12.1,Regensburg,Bavaria,Germany
52.47,8.38,Lemförde,Lower Saxony,Germany
47.69,9.19,Constance,Baden-Württemberg,Germany
47.73,8.43,Stühlingen,Baden-Württemberg,Germany
47.66,9.17,Constance,Baden-Württemberg,Germany
48.61,9.52,Weilheim an der Teck,Baden-Württemberg,Germany
49.68,9,Michelstadt,Hesse,Germany
51.96,7.62,Münster,North Rhine-Westphalia,Germany
46.21,6.12,Geneva,Geneva,Switzerland
50.89,7.25,Lohmar,North Rhine-Westphalia,Germany
-17.5,14.98,Outapi,Omusati,Namibia
47.06,8.28,Lucerne,Lucerne,Switzerland
48.76,8.34,Gernsbach,Baden-Württemberg,Germany
32,35.25,NA,Judea and Samaria,Palestinian Territories
47.5,7.63,Arlesheim,Basel-Landschaft,Switzerland
47.34,8.52,Zurich,Zurich,Switzerland
47.24,7.24,Loveresse,Bern,Switzerland
46.94,7.44,Bern,Bern,Switzerland
47.36,8.52,Zurich,Zurich,Switzerland
43.15,12.11,Magione,Umbria,Italy
47.14,7.25,Biel/Bienne,Bern,Switzerland
48.13,11.37,Germering,Bavaria,Germany
47.2,8.43,Cham,Zug,Switzerland
52.33,9.66,Empelde,Lower Saxony,Germany
51.67,7.38,Datteln,North Rhine-Westphalia,Germany
48.86,2.34,Paris,Ile-de-France,France
47.21,9.44,Gasenzen,St. Gallen,Switzerland
47.42,9.26,Gossau (SG),St. Gallen,Switzerland
47.47,9.49,Rorschacherberg,St. Gallen,Switzerland
47.23,8.85,Rapperswil-Jona,St. Gallen,Switzerland
47.73,9.25,Oberuhldingen,Baden-Württemberg,Germany
45.6,9.65,Verdello,Lombardy,Italy
46.53,6.62,Lausanne,Vaud,Switzerland
47.66,7.45,Sierentz,Grand Est,France
19.44,-99.01,Texcoco de Mora,State of Mexico,Mexico
17.88,-91.47,NA,Tabasco,Mexico
51.31,12.31,Leipzig,Saxony,Germany
20.35,-99.98,San Juan del Río,Querétaro,Mexico
47.24,8.75,Stäfa,Zurich,Switzerland
50.58,8.68,Gießen,Hesse,Germany
47.6,8.32,Küssaberg,Baden-Württemberg,Germany
52.36,13.09,Potsdam,Brandenburg,Germany
46.23,7.35,Sion,Wallis,Switzerland
50.97,10.98,Erfurt,Thuringia,Germany
49.91,8.04,Nieder-Hilbersheim,Rhineland-Palatinate,Germany
49.27,8.32,Schwegenheim,Rhineland-Palatinate,Germany
48.89,8.72,Pforzheim,Baden-Württemberg,Germany
50.8,7.05,Niederkassel,North Rhine-Westphalia,Germany
41.67,-3.69,Aranda de Duero,Castile and León,Spain
50.94,6.93,Cologne,North Rhine-Westphalia,Germany
50.48,7.33,Brohl,Rhineland-Palatinate,Germany
50.2,9.19,Gelnhausen,Hesse,Germany
47.35,9.65,Altach,Vorarlberg,Austria
47.41,8.33,Remetschwil,Aargau,Switzerland
48.35,7.87,Lahr/Schwarzwald,Baden-Württemberg,Germany
51.25,7.62,Lüdenscheid,North Rhine-Westphalia,Germany
63.83,20.25,Umeå,Västerbotten County,Sweden
47.17,8.71,Schindellegi,Schwyz,Switzerland
53.62,11.12,Schildetal,Mecklenburg-Vorpommern,Germany
47.6,9.01,Müllheim,Thurgau,Switzerland
50.83,-0.15,Hove,England,United Kingdom
46.95,7.49,Ostermundigen,Bern,Switzerland
51.84,5.87,Nijmegen,Gelderland,Netherlands
51.69,5.3,'s-Hertogenbosch,North Brabant,Netherlands
-34,-64,NA,Córdoba,Argentina
48.11,11.59,Munich,Bavaria,Germany
47.77,21.24,Görbeháza,Hajdú-Bihar,Hungary
-34.87,-56.04,Ciudad de la Costa,Canelones,Uruguay
47.38,8.55,Zurich,Zurich,Switzerland
53.57,9.98,Hamburg,Hamburg,Germany
47.49,7.59,Reinach,Basel-Landschaft,Switzerland
48.53,9.06,Tübingen,Baden-Württemberg,Germany
51.45,7.34,Witten,North Rhine-Westphalia,Germany
55.95,-3.19,City of Edinburgh,Scotland,United Kingdom
16.91,-96.37,San Pablo Villa de Mitla,Oaxaca,Mexico
48.52,9.06,Tübingen,Baden-Württemberg,Germany
-33.46,-70.67,Santiago,Santiago Metropolitan Region,Chile
41.41,2.18,Barcelona,Catalonia,Spain
47.47,8.41,Boppelsen,Zurich,Switzerland
55.59,11.65,Ugerløse,Region Zealand,Denmark
47.38,8.02,Eppenberg,Solothurn,Switzerland
47.69,7.5,Kembs,Grand Est,France
47.57,7.58,Basel,Basel-City,Switzerland
46.96,7.39,Bern,Bern,Switzerland
50.19,8.99,Neuberg,Hesse,Germany
47.16,7.8,Kleindietwil,Bern,Switzerland
50.75,7.11,Bonn,North Rhine-Westphalia,Germany
46.02,8.94,Savosa,Ticino,Switzerland
47.54,7.96,Münchwilen,Aargau,Switzerland
49.78,9.94,Würzburg,Bavaria,Germany
48.52,9.05,Tübingen,Baden-Württemberg,Germany
52.32,4.87,Amstelveen,North Holland,Netherlands
47.36,8,Gretzenbach,Solothurn,Switzerland
51.95,7.62,Münster,North Rhine-Westphalia,Germany
51.82,5.87,Nijmegen,Gelderland,Netherlands
51.03,13.74,Dresden,Saxony,Germany
49.41,8.67,Heidelberg,Baden-Württemberg,Germany
46.95,7.47,Bern,Bern,Switzerland
50.17,8.92,Bruchköbel,Hesse,Germany
51.57,0.47,Basildon,England,United Kingdom
47.14,8.21,Sempach,Lucerne,Switzerland
50.93,6.9,Cologne,North Rhine-Westphalia,Germany
47.57,7.59,Basel,Basel-City,Switzerland
47.54,7.61,Basel,Basel-City,Switzerland
47.62,8.3,Ettikon,Baden-Württemberg,Germany
49.49,11.11,Nuremberg,Bavaria,Germany
46.94,7.43,Bern,Bern,Switzerland
47.39,8.45,Schlieren,Zurich,Switzerland
47.79,9.88,Zaisenhofen,Baden-Württemberg,Germany
48.13,11.69,Munich,Bavaria,Germany
47.47,7.78,Itingen,Basel-Landschaft,Switzerland
51.21,6.79,Dusseldorf,North Rhine-Westphalia,Germany
51.32,9.52,Kassel,Hesse,Germany
47.58,7.64,Riehen,Basel-City,Switzerland
48.28,12.58,Erharting,Bavaria,Germany
48.73,9.12,Stuttgart,Baden-Württemberg,Germany
50.85,4.35,Brussels,Brussels-Capital,Belgium
52.64,9.85,Wieckenberg,Lower Saxony,Germany
48.52,9.04,Tübingen,Baden-Württemberg,Germany
48.73,9.11,Stuttgart,Baden-Württemberg,Germany
50.2,8.59,Oberursel (Taunus),Hesse,Germany
48.35,10.17,Pfaffenhofen an der Roth,Bavaria,Germany
49.46,11.09,Nuremberg,Bavaria,Germany
47.39,8.62,Dübendorf,Zurich,Switzerland
48.68,9.16,Leinfelden-Echterdingen,Baden-Württemberg,Germany
